date,kwh1,kw1,kwh2,kw2,billed_kwh,solar_kwh,total_kwh,mg_finish,mg_raw
01/01/2010,13014,758.4,0,0,13014,0,13014,11.67,12.2
01/02/2010,14058,811.2,0,0,14058,0,14058,11.74,12.66
01/03/2010,14560.8,842.4,0,0,14560.8,0,14560.8,13.15,14.55
01/04/2010,14814,756,0,0,14814,0,14814,12.95,13.93
01/05/2010,15052.8,777.6,0,0,15052.8,0,15052.8,13.07,14.12
01/06/2010,14548.8,780,0,0,14548.8,0,14548.8,12.18,13.36
01/07/2010,15664.8,801.6,0,0,15664.8,0,15664.8,13.59,13.94
01/08/2010,14539.2,804,0,0,14539.2,0,14539.2,12.74,14.44
01/09/2010,14691.6,832.8,0,0,14691.6,0,14691.6,13.3,14.34
01/10/2010,14893.2,816,0,0,14893.2,0,14893.2,13.18,13.91
01/11/2010,16530,895.2,0,0,16530,0,16530,13.96,15.19
01/12/2010,15998.4,952.8,0,0,15998.4,0,15998.4,13.69,14.46
01/13/2010,16612.8,873.6,0,0,16612.8,0,16612.8,14.04,15.85
01/14/2010,16408.8,981.6,0,0,16408.8,0,16408.8,13.89,14.5
01/15/2010,16626,974.4,0,0,16626,0,16626,14.5,16.46
01/16/2010,15406.8,964.8,0,0,15406.8,0,15406.8,14.48,14.59
01/17/2010,15234,823.2,0,0,15234,0,15234,13.83,15.45
01/18/2010,15579.6,849.6,0,0,15579.6,0,15579.6,13.8,15.44
01/19/2010,16526.4,938.4,0,0,16526.4,0,16526.4,14.3,15.43
01/20/2010,15531.6,921.6,0,0,15531.6,0,15531.6,13.2,14.21
01/21/2010,15333.6,856.8,0,0,15333.6,0,15333.6,13.63,14.35
01/22/2010,15937.2,1041.6,0,0,15937.2,0,15937.2,13.72,15.07
01/23/2010,14521.2,979.2,0,0,14521.2,0,14521.2,13.58,13.87
01/24/2010,15222,868.8,0,0,15222,0,15222,13.71,15.25
01/25/2010,16066.8,926.4,0,0,16066.8,0,16066.8,13.7,15.13
01/26/2010,15763.2,1027.2,0,0,15763.2,0,15763.2,12.85,13.79
01/27/2010,16689.6,960,0,0,16689.6,0,16689.6,14.26,14.94
01/28/2010,16600.8,904.8,0,0,16600.8,0,16600.8,14,15.75
01/29/2010,16891.2,1132.8,0,0,16891.2,0,16891.2,13.75,14.71
01/30/2010,15985.2,993.6,0,0,15985.2,0,15985.2,13.54,14.05
01/31/2010,16016.4,1003.2,0,0,16016.4,0,16016.4,13.49,14.28
02/01/2010,17858.4,909.6,0,0,17858.4,0,17858.4,15.21,17.43
02/02/2010,15898.8,986.4,0,0,15898.8,0,15898.8,13.42,14.53
02/03/2010,15832.8,924,0,0,15832.8,0,15832.8,13.27,14.37
02/04/2010,16850.4,876,0,0,16850.4,0,16850.4,13.87,15.15
02/05/2010,16159.2,816,0,0,16159.2,0,16159.2,13.44,14.58
02/06/2010,15087.6,888,0,0,15087.6,0,15087.6,13.12,13.96
02/07/2010,16291.2,931.2,0,0,16291.2,0,16291.2,14.18,15.57
02/08/2010,16374,945.6,0,0,16374,0,16374,13.48,14.29
02/09/2010,16017.6,919.2,0,0,16017.6,0,16017.6,13.29,15.58
02/10/2010,15955.2,921.6,0,0,15955.2,0,15955.2,13.53,14.2
02/11/2010,15152.4,840,0,0,15152.4,0,15152.4,12.61,13.82
02/12/2010,17762.4,895.2,0,0,17762.4,0,17762.4,14.4,16.47
02/13/2010,15176.4,871.2,0,0,15176.4,0,15176.4,13.62,14.32
02/14/2010,15795.6,933.6,0,0,15795.6,0,15795.6,13.26,14.61
02/15/2010,16484.4,948,0,0,16484.4,0,16484.4,14.22,15.46
02/16/2010,15598.8,892.8,0,0,15598.8,0,15598.8,13.6,13.6
02/17/2010,17611.2,938.4,0,0,17611.2,0,17611.2,14.74,17.02
02/18/2010,15726,933.6,0,0,15726,0,15726,13.29,13.93
02/19/2010,15902.4,883.2,0,0,15902.4,0,15902.4,13.81,15.45
02/20/2010,14956.8,1024.8,0,0,14956.8,0,14956.8,13.28,13.97
02/21/2010,15151.2,931.2,0,0,15151.2,0,15151.2,13.57,15.35
02/22/2010,16128,866.4,0,0,16128,0,16128,13.39,14.57
02/23/2010,17018.4,890.4,0,0,17018.4,0,17018.4,14.36,16.22
02/24/2010,16195.2,912,0,0,16195.2,0,16195.2,13.56,14.28
02/25/2010,17511.6,885.6,0,0,17511.6,0,17511.6,14.36,16.12
02/26/2010,16098,840,0,0,16098,0,16098,13.8,14.38
02/27/2010,15914.4,1032,0,0,15914.4,0,15914.4,13.42,15.36
02/28/2010,15189.6,998.4,0,0,15189.6,0,15189.6,13.57,14.57
03/01/2010,16471.2,820.8,0,0,16471.2,0,16471.2,14.58,15.57
03/02/2010,15704.4,823.2,0,0,15704.4,0,15704.4,13.34,14.92
03/03/2010,16052.4,866.4,0,0,16052.4,0,16052.4,13.86,14.93
03/04/2010,16506,916.8,0,0,16506,0,16506,14.65,15.53
03/05/2010,17028,969.6,0,0,17028,0,17028,15.04,16.03
03/06/2010,15487.2,859.2,0,0,15487.2,0,15487.2,14.23,16.18
03/07/2010,15146.4,842.4,0,0,15146.4,0,15146.4,13.7,14.53
03/08/2010,14539.2,758.4,0,0,14539.2,0,14539.2,13.89,14.27
03/09/2010,14641.2,763.2,0,0,14641.2,0,14641.2,13.72,15.3
03/10/2010,14334,741.6,0,0,14334,0,14334,13.68,15.14
03/11/2010,15136.8,780,0,0,15136.8,0,15136.8,14.69,16
03/12/2010,14485.2,772.8,0,0,14485.2,0,14485.2,13.74,15.18
03/13/2010,13228.8,772.8,0,0,13228.8,0,13228.8,12.23,13.35
03/14/2010,12357.6,796.8,0,0,12357.6,0,12357.6,11.51,12.88
03/15/2010,13923.6,789.6,0,0,13923.6,0,13923.6,13.01,14.02
03/16/2010,12424.8,768,0,0,12424.8,0,12424.8,10.95,12.23
03/17/2010,13352.4,780,0,0,13352.4,0,13352.4,12.46,13.59
03/18/2010,13117.2,732,0,0,13117.2,0,13117.2,13.03,14.27
03/19/2010,12559.2,720,0,0,12559.2,0,12559.2,12.01,13.25
03/20/2010,13104,720,0,0,13104,0,13104,12.13,13
03/21/2010,13166.4,770.4,0,0,13166.4,0,13166.4,12.99,14.19
03/22/2010,14474.4,787.2,0,0,14474.4,0,14474.4,13.64,14.74
03/23/2010,13834.8,751.2,0,0,13834.8,0,13834.8,13.66,14.79
03/24/2010,13800,760.8,0,0,13800,0,13800,13.37,14.54
03/25/2010,15159.6,777.6,0,0,15159.6,0,15159.6,14.13,14.62
03/26/2010,15097.2,801.6,0,0,15097.2,0,15097.2,13.61,15.36
03/27/2010,13170,777.6,0,0,13170,0,13170,12.67,14.22
03/28/2010,14074.8,746.4,0,0,14074.8,0,14074.8,14.1,15.04
03/29/2010,14474.4,948,0,0,14474.4,0,14474.4,14,14.42
03/30/2010,15446.4,993.6,0,0,15446.4,0,15446.4,14.26,15.88
03/31/2010,14568,883.2,0,0,14568,0,14568,13.89,14.87
04/01/2010,13783.2,772.8,0,0,13783.2,0,13783.2,13.44,14.98
04/02/2010,13744.8,724.8,0,0,13744.8,0,13744.8,14.29,15.97
04/03/2010,13250.4,705.6,0,0,13250.4,0,13250.4,14.03,14.72
04/04/2010,12320.4,744,0,0,12320.4,0,12320.4,12.37,12.48
04/05/2010,14234.4,928.8,0,0,14234.4,0,14234.4,14.58,15.03
04/06/2010,14941.2,830.4,0,0,14941.2,0,14941.2,14.53,16.4
04/07/2010,14293.2,823.2,0,0,14293.2,0,14293.2,14.45,15.77
04/08/2010,13281.6,794.4,0,0,13281.6,0,13281.6,13.12,14.28
04/09/2010,14214,813.6,0,0,14214,0,14214,14.01,15.22
04/10/2010,13548,866.4,0,0,13548,0,13548,13.99,15.56
04/11/2010,12862.8,854.4,0,0,12862.8,0,12862.8,13.08,13.49
04/12/2010,14004,777.6,0,0,14004,0,14004,13.99,15.83
04/13/2010,15440.4,916.8,0,0,15440.4,0,15440.4,15.4,16.55
04/14/2010,15128.4,933.6,0,0,15128.4,0,15128.4,14.92,16.65
04/15/2010,14510.4,832.8,0,0,14510.4,0,14510.4,14.45,16.14
04/16/2010,13720.8,909.6,0,0,13720.8,0,13720.8,14.33,14.94
04/17/2010,13225.2,686.4,0,0,13225.2,0,13225.2,13.53,15.13
04/18/2010,13557.6,700.8,0,0,13557.6,0,13557.6,13.98,15.32
04/19/2010,14282.4,847.2,0,0,14282.4,0,14282.4,14.4,14.94
04/20/2010,14612.4,904.8,0,0,14612.4,0,14612.4,14.4,15.96
04/21/2010,14880,892.8,0,0,14880,0,14880,15.42,16.65
04/22/2010,14196,753.6,0,0,14196,0,14196,14.99,17.15
04/23/2010,15037.2,830.4,0,0,15037.2,0,15037.2,14.26,15.4
04/24/2010,13237.2,897.6,0,0,13237.2,0,13237.2,13.18,15.06
04/25/2010,13496.4,763.2,0,0,13496.4,0,13496.4,14.22,15.36
04/26/2010,14211.6,813.6,0,0,14211.6,0,14211.6,13.68,14.98
04/27/2010,13660.8,816,0,0,13660.8,0,13660.8,13.93,14.78
04/28/2010,14188.8,801.6,0,0,14188.8,0,14188.8,13.65,15.24
04/29/2010,13800,984,0,0,13800,0,13800,14.37,15.39
04/30/2010,14200.8,849.6,0,0,14200.8,0,14200.8,14.86,15.98
05/01/2010,13160.4,729.6,0,0,13160.4,0,13160.4,13.44,15.27
05/02/2010,13428,744,0,0,13428,0,13428,13.86,14.86
05/03/2010,13284,768,0,0,13284,0,13284,13.58,14.89
05/04/2010,14557.2,777.6,0,0,14557.2,0,14557.2,14.43,16.62
05/05/2010,13786.8,832.8,0,0,13786.8,0,13786.8,14.73,15.32
05/06/2010,12616.8,734.4,0,0,12616.8,0,12616.8,13.81,15.51
05/07/2010,15142.8,904.8,0,0,15142.8,0,15142.8,15.52,16.24
05/08/2010,13578,729.6,0,0,13578,0,13578,13.97,15.99
05/09/2010,11847.6,720,0,0,11847.6,0,11847.6,12.44,14.15
05/10/2010,14409.6,789.6,0,0,14409.6,0,14409.6,13.87,14.99
05/11/2010,13569.6,828,0,0,13569.6,0,13569.6,13.55,14.5
05/12/2010,13868.4,816,0,0,13868.4,0,13868.4,13.33,15.15
05/13/2010,13141.2,734.4,0,0,13141.2,0,13141.2,13.6,15.29
05/14/2010,12457.2,748.8,0,0,12457.2,0,12457.2,13.73,14.6
05/15/2010,13166.4,715.2,0,0,13166.4,0,13166.4,13.56,15
05/16/2010,12310.8,727.2,0,0,12310.8,0,12310.8,12.53,13.77
05/17/2010,12884.4,748.8,0,0,12884.4,0,12884.4,13.67,15.57
05/18/2010,12840,816,0,0,12840,0,12840,12.86,13.22
05/19/2010,13462.8,794.4,0,0,13462.8,0,13462.8,13.46,15
05/20/2010,13231.2,768,0,0,13231.2,0,13231.2,12.66,14.16
05/21/2010,12564,763.2,0,0,12564,0,12564,12.95,14.2
05/22/2010,12148.8,722.4,0,0,12148.8,0,12148.8,13.39,15.13
05/23/2010,13207.2,744,0,0,13207.2,0,13207.2,13.72,14.31
05/24/2010,15188.4,825.6,0,0,15188.4,0,15188.4,14.2,16.02
05/25/2010,14661.6,842.4,0,0,14661.6,0,14661.6,13.75,15.78
05/26/2010,13904.4,816,0,0,13904.4,0,13904.4,14.02,15.45
05/27/2010,14212.8,813.6,0,0,14212.8,0,14212.8,14.17,15.18
05/28/2010,13789.2,784.8,0,0,13789.2,0,13789.2,14.17,15.32
05/29/2010,12781.2,705.6,0,0,12781.2,0,12781.2,13.97,15.35
05/30/2010,13572,866.4,0,0,13572,0,13572,14.34,16.22
05/31/2010,13602,820.8,0,0,13602,0,13602,14.12,14.61
06/01/2010,14869.2,787.2,0,0,14869.2,0,14869.2,14.99,17.74
06/02/2010,13809.6,844.8,0,0,13809.6,0,13809.6,14.13,15.89
06/03/2010,12744,705.6,0,0,12744,0,12744,13.69,14.88
06/04/2010,13084.8,724.8,0,0,13084.8,0,13084.8,13.22,15.05
06/05/2010,13245.6,700.8,0,0,13245.6,0,13245.6,14.17,15.84
06/06/2010,11936.4,664.8,0,0,11936.4,0,11936.4,13.97,15.48
06/07/2010,12583.2,789.6,0,0,12583.2,0,12583.2,13.88,15.29
06/08/2010,13429.2,715.2,0,0,13429.2,0,13429.2,13.63,15.65
06/09/2010,14012.4,724.8,0,0,14012.4,0,14012.4,14.52,15.65
06/10/2010,13594.8,751.2,0,0,13594.8,0,13594.8,14.09,15.38
06/11/2010,13137.6,832.8,0,0,13137.6,0,13137.6,14.06,15.54
06/12/2010,12884.4,715.2,0,0,12884.4,0,12884.4,12.98,14.98
06/13/2010,12730.8,722.4,0,0,12730.8,0,12730.8,13.55,14.8
06/14/2010,13722,868.8,0,0,13722,0,13722,14.56,15.54
06/15/2010,12690,746.4,0,0,12690,0,12690,13.46,15.62
06/16/2010,13548,768,0,0,13548,0,13548,14.1,15.76
06/17/2010,13432.8,712.8,0,0,13432.8,0,13432.8,13.49,15.35
06/18/2010,14364,717.6,0,0,14364,0,14364,14.88,15.79
06/19/2010,12699.6,768,0,0,12699.6,0,12699.6,13.02,15.1
06/20/2010,11790,681.6,0,0,11790,0,11790,12.95,14.6
06/21/2010,14722.8,818.4,0,0,14722.8,0,14722.8,14.35,16.39
06/22/2010,14520,823.2,0,0,14520,0,14520,14.94,16.29
06/23/2010,15558,849.6,0,0,15558,0,15558,15.45,17.24
06/24/2010,13189.2,842.4,0,0,13189.2,0,13189.2,13.98,15.32
06/25/2010,14486.4,840,0,0,14486.4,0,14486.4,14.68,17.38
06/26/2010,13773.6,746.4,0,0,13773.6,0,13773.6,14.54,16.41
06/27/2010,14175.6,734.4,0,0,14175.6,0,14175.6,14.35,16.38
06/28/2010,13974,727.2,0,0,13974,0,13974,14.14,16.18
06/29/2010,13434,712.8,0,0,13434,0,13434,13.81,15.48
06/30/2010,12663.6,688.8,0,0,12663.6,0,12663.6,13.79,14.82
07/01/2010,13698,732,0,0,13698,0,13698,14.68,16.08
07/02/2010,14584.8,876,0,0,14584.8,0,14584.8,15.48,16.33
07/03/2010,13521.6,715.2,0,0,13521.6,0,13521.6,14.05,16.13
07/04/2010,14011.2,691.2,0,0,14011.2,0,14011.2,14.77,16.16
07/05/2010,14791.2,823.2,0,0,14791.2,0,14791.2,15.44,16.9
07/06/2010,15624,784.8,0,0,15624,0,15624,16,19.04
07/07/2010,17094,904.8,0,0,17094,0,17094,17.44,19.27
07/08/2010,16092,880.8,0,0,16092,0,16092,16.8,19.16
07/09/2010,13926,820.8,0,0,13926,0,13926,13.97,15.9
07/10/2010,14210.4,741.6,0,0,14210.4,0,14210.4,14.26,16.2
07/11/2010,13929.6,780,0,0,13929.6,0,13929.6,14,15.75
07/12/2010,14544,763.2,0,0,14544,0,14544,14.79,16
07/13/2010,15508.8,756,0,0,15508.8,0,15508.8,15.7,18.72
07/14/2010,13934.4,816,0,0,13934.4,0,13934.4,13.35,14.5
07/15/2010,17244,938.4,0,0,17244,0,17244,17.28,19.67
07/16/2010,14559.6,924,0,0,14559.6,0,14559.6,13.96,16.43
07/17/2010,15786,844.8,0,0,15786,0,15786,16.24,18.51
07/18/2010,13840.8,758.4,0,0,13840.8,0,13840.8,13.89,16
07/19/2010,14415.6,712.8,0,0,14415.6,0,14415.6,14.98,17.37
07/20/2010,13887.6,739.2,0,0,13887.6,0,13887.6,13.78,16.22
07/21/2010,14272.8,744,0,0,14272.8,0,14272.8,14.02,16.83
07/22/2010,13401.6,746.4,0,0,13401.6,0,13401.6,13.75,15.57
07/23/2010,14887.2,861.6,0,0,14887.2,0,14887.2,15.15,17.96
07/24/2010,15384,936,0,0,15384,0,15384,16.22,17.77
07/25/2010,14358,902.4,0,0,14358,0,14358,14.42,16.82
07/26/2010,15726,878.4,0,0,15726,0,15726,15.62,17.91
07/27/2010,14394,847.2,0,0,14394,0,14394,15.07,17.54
07/28/2010,15982.8,868.8,0,0,15982.8,0,15982.8,15.69,17.24
07/29/2010,15973.2,856.8,0,0,15973.2,0,15973.2,16.07,18.94
07/30/2010,14662.8,866.4,0,0,14662.8,0,14662.8,14.49,17.45
07/31/2010,15228,883.2,0,0,15228,0,15228,15.6,17.18
08/01/2010,15982.8,945.6,0,0,15982.8,0,15982.8,15.92,17.39
08/02/2010,16342.8,924,0,0,16342.8,0,16342.8,16.6,19.81
08/03/2010,16590,940.8,0,0,16590,0,16590,16.69,18.08
08/04/2010,17787.6,909.6,0,0,17787.6,0,17787.6,17.93,21.53
08/05/2010,17541.6,883.2,0,0,17541.6,0,17541.6,17.54,20.67
08/06/2010,16249.2,890.4,0,0,16249.2,0,16249.2,16.83,18.92
08/07/2010,17239.2,928.8,0,0,17239.2,0,17239.2,17.29,20.25
08/08/2010,16273.2,907.2,0,0,16273.2,0,16273.2,16.91,18.89
08/09/2010,18309.6,1003.2,0,0,18309.6,0,18309.6,18.61,20.17
08/10/2010,18716.4,979.2,0,0,18716.4,0,18716.4,17.93,22.19
08/11/2010,19816.8,936,0,0,19816.8,0,19816.8,19.47,22.48
08/12/2010,18520.8,945.6,0,0,18520.8,0,18520.8,17.92,20.8
08/13/2010,20002.8,945.6,0,0,20002.8,0,20002.8,19.51,22.93
08/14/2010,17869.2,854.4,0,0,17869.2,0,17869.2,17.06,20.11
08/15/2010,16827.6,866.4,0,0,16827.6,0,16827.6,16.27,18.32
08/16/2010,19866,904.8,0,0,19866,0,19866,18.83,22.19
08/17/2010,17701.2,876,0,0,17701.2,0,17701.2,17.31,19.66
08/18/2010,17916,916.8,0,0,17916,0,17916,17.31,20.93
08/19/2010,18613.2,876,0,0,18613.2,0,18613.2,18.18,20.43
08/20/2010,19671.6,897.6,0,0,19671.6,0,19671.6,18.71,22.18
08/21/2010,16410,888,0,0,16410,0,16410,16.2,20.22
08/22/2010,16035.6,804,0,0,16035.6,0,16035.6,15.53,17.61
08/23/2010,17124,789.6,0,0,17124,0,17124,16.44,19.15
08/24/2010,18584.4,969.6,0,0,18584.4,0,18584.4,18.02,20.98
08/25/2010,19552.8,1036.8,0,0,19552.8,0,19552.8,18.3,21.81
08/26/2010,18158.4,928.8,0,0,18158.4,0,18158.4,17.56,20.45
08/27/2010,18877.2,885.6,0,0,18877.2,0,18877.2,18.43,20.59
08/28/2010,18728.4,938.4,0,0,18728.4,0,18728.4,17.82,21.1
08/29/2010,19110,909.6,0,0,19110,0,19110,17.54,21.9
08/30/2010,19719.6,895.2,0,0,19719.6,0,19719.6,19.07,21.77
08/31/2010,19273.2,900,0,0,19273.2,0,19273.2,18.61,21.48
09/01/2010,20053.2,883.2,0,0,20053.2,0,20053.2,19.05,22.96
09/02/2010,18549.6,991.2,0,0,18549.6,0,18549.6,18,20.54
09/03/2010,18238.8,926.4,0,0,18238.8,0,18238.8,18.01,21.05
09/04/2010,18638.4,876,0,0,18638.4,0,18638.4,17.98,21.2
09/05/2010,17004,856.8,0,0,17004,0,17004,16.69,18.97
09/06/2010,18812.4,897.6,0,0,18812.4,0,18812.4,18.51,21.7
09/07/2010,19825.2,921.6,0,0,19825.2,0,19825.2,19.03,21.87
09/08/2010,19660.8,912,0,0,19660.8,0,19660.8,17.95,22.78
09/09/2010,18700.8,902.4,0,0,18700.8,0,18700.8,18.42,19.69
09/10/2010,17901.6,919.2,0,0,17901.6,0,17901.6,17.39,19.73
09/11/2010,16252.8,866.4,0,0,16252.8,0,16252.8,15.87,17.95
09/12/2010,15936,794.4,0,0,15936,0,15936,15.96,18.12
09/13/2010,18939.6,888,0,0,18939.6,0,18939.6,18.05,20.58
09/14/2010,17706,847.2,0,0,17706,0,17706,16.88,18.73
09/15/2010,18700.8,883.2,0,0,18700.8,0,18700.8,17.56,20.65
09/16/2010,17679.6,818.4,0,0,17679.6,0,17679.6,16.09,17.91
09/17/2010,18913.2,878.4,0,0,18913.2,0,18913.2,18.24,19.74
09/18/2010,17709.6,1020,0,0,17709.6,0,17709.6,16.68,18.5
09/19/2010,16681.2,890.4,0,0,16681.2,0,16681.2,16.03,18.52
09/20/2010,19138.8,921.6,0,0,19138.8,0,19138.8,18.49,20.3
09/21/2010,19401.6,1027.2,0,0,19401.6,0,19401.6,18.8,21.24
09/22/2010,19506,1022.4,0,0,19506,0,19506,18.15,20.61
09/23/2010,19646.4,904.8,0,0,19646.4,0,19646.4,18.08,20.06
09/24/2010,18222,969.6,0,0,18222,0,18222,17.28,19.46
09/25/2010,18147.6,919.2,0,0,18147.6,0,18147.6,17.32,19.45
09/26/2010,14680.8,900,0,0,14680.8,0,14680.8,15,17.11
09/27/2010,18106.8,866.4,0,0,18106.8,0,18106.8,17.33,19.05
09/28/2010,16454.4,823.2,0,0,16454.4,0,16454.4,16.47,17.74
09/29/2010,18796.8,940.8,0,0,18796.8,0,18796.8,17.91,20.61
09/30/2010,17792.4,921.6,0,0,17792.4,0,17792.4,17.33,19.38
10/01/2010,18279.6,873.6,0,0,18279.6,0,18279.6,17.43,19.45
10/02/2010,16238.4,763.2,0,0,16238.4,0,16238.4,15.85,16.39
10/03/2010,15565.2,842.4,0,0,15565.2,0,15565.2,14.87,16.68
10/04/2010,16423.2,876,0,0,16423.2,0,16423.2,15.82,17.92
10/05/2010,17874,907.2,0,0,17874,0,17874,16.62,17.89
10/06/2010,16706.4,986.4,0,0,16706.4,0,16706.4,15.92,16.21
10/07/2010,17894.4,969.6,0,0,17894.4,0,17894.4,16.74,19.3
10/08/2010,18883.2,885.6,0,0,18883.2,0,18883.2,17.49,19.64
10/09/2010,17312.4,945.6,0,0,17312.4,0,17312.4,16.99,18.53
10/10/2010,16242,828,0,0,16242,0,16242,15.56,17.24
10/11/2010,19358.4,1005.6,0,0,19358.4,0,19358.4,17.16,20.02
10/12/2010,18247.2,986.4,0,0,18247.2,0,18247.2,16.53,17.54
10/13/2010,17616,996,0,0,17616,0,17616,16.47,18.18
10/14/2010,15189.6,960,0,0,15189.6,0,15189.6,14.81,16.29
10/15/2010,17304,849.6,0,0,17304,0,17304,15.53,18.23
10/16/2010,16036.8,765.6,0,0,16036.8,0,16036.8,15.98,17.43
10/17/2010,16980,1020,0,0,16980,0,16980,16.27,18.33
10/18/2010,17485.2,1015.2,0,0,17485.2,0,17485.2,16.38,18.38
10/19/2010,15955.2,998.4,0,0,15955.2,0,15955.2,15.54,17.75
10/20/2010,15578.4,801.6,0,0,15578.4,0,15578.4,14.85,16.1
10/21/2010,16971.6,873.6,0,0,16971.6,0,16971.6,16.29,17.46
10/22/2010,16921.2,1123.2,0,0,16921.2,0,16921.2,15.75,17.87
10/23/2010,15961.2,775.2,0,0,15961.2,0,15961.2,15.26,16.83
10/24/2010,15031.2,933.6,0,0,15031.2,0,15031.2,14.86,17.37
10/25/2010,17472,856.8,0,0,17472,0,17472,15.97,17.72
10/26/2010,16527.6,828,0,0,16527.6,0,16527.6,14.75,17.15
10/27/2010,16270.8,854.4,0,0,16270.8,0,16270.8,14.94,16.58
10/28/2010,16197.6,813.6,0,0,16197.6,0,16197.6,14.83,15.59
10/29/2010,15844.8,823.2,0,0,15844.8,0,15844.8,14.44,15.98
10/30/2010,15459.6,758.4,0,0,15459.6,0,15459.6,14.75,16.35
10/31/2010,15182.4,751.2,0,0,15182.4,0,15182.4,15.08,16.27
11/01/2010,16539.6,794.4,0,0,16539.6,0,16539.6,15.32,16.67
11/02/2010,15982.8,772.8,0,0,15982.8,0,15982.8,14.94,16.91
11/03/2010,16486.8,904.8,0,0,16486.8,0,16486.8,14.93,16.09
11/04/2010,16482,895.2,0,0,16482,0,16482,14.8,16.66
11/05/2010,15410.4,842.4,0,0,15410.4,0,15410.4,13.69,14.38
11/06/2010,14272.8,765.6,0,0,14272.8,0,14272.8,13.72,14.29
11/07/2010,16034.4,806.4,0,0,16034.4,0,16034.4,15,16.68
11/08/2010,16822.8,1024.8,0,0,16822.8,0,16822.8,15.75,17.63
11/09/2010,16430.4,878.4,0,0,16430.4,0,16430.4,15.49,16.37
11/10/2010,16518,972,0,0,16518,0,16518,14.89,16.36
11/11/2010,15349.2,777.6,0,0,15349.2,0,15349.2,14.85,16.73
11/12/2010,16156.8,854.4,0,0,16156.8,0,16156.8,14.54,15.53
11/13/2010,14439.6,736.8,0,0,14439.6,0,14439.6,13.71,15.13
11/14/2010,15208.8,900,0,0,15208.8,0,15208.8,14.67,16.46
11/15/2010,15900,854.4,0,0,15900,0,15900,13.87,14.86
11/16/2010,17272.8,885.6,0,0,17272.8,0,17272.8,14.77,16.23
11/17/2010,15481.2,909.6,0,0,15481.2,0,15481.2,13.85,15.25
11/18/2010,16948.8,849.6,0,0,16948.8,0,16948.8,14.75,16.17
11/19/2010,14976,789.6,0,0,14976,0,14976,13.69,14.83
11/20/2010,14840.4,756,0,0,14840.4,0,14840.4,13.4,14.54
11/21/2010,14773.2,847.2,0,0,14773.2,0,14773.2,13.69,14.52
11/22/2010,15015.6,871.2,0,0,15015.6,0,15015.6,13.78,15.77
11/23/2010,15723.6,868.8,0,0,15723.6,0,15723.6,13.99,14.51
11/24/2010,15038.4,931.2,0,0,15038.4,0,15038.4,12.55,14.12
11/25/2010,13209.6,806.4,0,0,13209.6,0,13209.6,12.33,13.54
11/26/2010,13512,643.2,0,0,13512,0,13512,11.59,13.11
11/27/2010,14749.2,823.2,0,0,14749.2,0,14749.2,13.27,13.88
11/28/2010,13758,907.2,0,0,13758,0,13758,12.28,13.4
11/29/2010,16082.4,880.8,0,0,16082.4,0,16082.4,13.92,14.61
11/30/2010,15072,804,0,0,15072,0,15072,12.97,14.01
12/01/2010,18114,883.2,0,0,18114,0,18114,15.05,15.69
12/02/2010,17054.4,962.4,0,0,17054.4,0,17054.4,14.53,16.24
12/03/2010,16968,957.6,0,0,16968,0,16968,14.5,15.95
12/04/2010,15250.8,825.6,0,0,15250.8,0,15250.8,13.6,14.93
12/05/2010,15736.8,849.6,0,0,15736.8,0,15736.8,14.15,14.95
12/06/2010,18508.8,926.4,0,0,18508.8,0,18508.8,15.17,16.89
12/07/2010,16708.8,919.2,0,0,16708.8,0,16708.8,14.17,15.06
12/08/2010,16555.2,868.8,0,0,16555.2,0,16555.2,14,13.99
12/09/2010,20401.2,1015.2,0,0,20401.2,0,20401.2,16.86,19.61
12/10/2010,18685.2,1132.8,0,0,18685.2,0,18685.2,15.75,17
12/11/2010,17654.4,844.8,0,0,17654.4,0,17654.4,15.34,16.83
12/12/2010,17221.2,950.4,0,0,17221.2,0,17221.2,14.84,16.29
12/13/2010,17830.8,943.2,0,0,17830.8,0,17830.8,14.91,15.7
12/14/2010,16792.8,794.4,0,0,16792.8,0,16792.8,13.49,14.31
12/15/2010,17827.2,976.8,0,0,17827.2,0,17827.2,14.79,15.8
12/16/2010,17551.2,914.4,0,0,17551.2,0,17551.2,14.77,16.23
12/17/2010,17445.6,909.6,0,0,17445.6,0,17445.6,14.94,16.45
12/18/2010,16881.6,979.2,0,0,16881.6,0,16881.6,14.67,15.3
12/19/2010,14974.8,883.2,0,0,14974.8,0,14974.8,12.89,14.5
12/20/2010,17047.2,1159.2,0,0,17047.2,0,17047.2,14.76,15.27
12/21/2010,16356,900,0,0,16356,0,16356,13.64,15.86
12/22/2010,15040.8,684,0,0,15040.8,0,15040.8,13.11,13.72
12/23/2010,14785.2,698.4,0,0,14785.2,0,14785.2,13,13.45
12/24/2010,15882,818.4,0,0,15882,0,15882,13.8,15.51
12/25/2010,13750.8,686.4,0,0,13750.8,0,13750.8,12.13,12.92
12/26/2010,14066.4,768,0,0,14066.4,0,14066.4,11.9,12.5
12/27/2010,16298.4,804,0,0,16298.4,0,16298.4,13.64,15.28
12/28/2010,15872.4,902.4,0,0,15872.4,0,15872.4,20.01,21.71
12/29/2010,16202.4,904.8,0,0,16202.4,0,16202.4,13.14,13.86
12/30/2010,14775.6,703.2,0,0,14775.6,0,14775.6,12.97,13.28
