date,kwh1,kw1,kwh2,kw2,billed_kwh,solar_kwh,total_kwh,mg_finish,mg_raw
06/10/2013,12829.2,604.8,513.6,24,13342.8,0,13342.8,13.19,14.95
06/11/2013,15055.2,772.8,516,26.4,15571.2,0,15571.2,7.86,15.58
06/12/2013,15865.2,748.8,516,26.4,16381.2,0,16381.2,14.56,19.38
06/13/2013,15586.8,696,511.2,26.4,16098,0,16098,14.87,20.03
06/14/2013,15552,768,512.4,26.4,16064.4,0,16064.4,15.68,17.73
06/15/2013,13956,717.6,585.6,112.8,14541.6,0,14541.6,14.31,16.32
06/16/2013,13370.4,607.2,426,21.6,13796.4,0,13796.4,13.65,15.46
06/17/2013,13237.2,681.6,1418.4,151.2,14655.6,0,14655.6,12.77,14.4
06/18/2013,14404.8,753.6,1240.8,192,15645.6,0,15645.6,13.86,16.64
06/19/2013,13170,595.2,662.4,124.8,13832.4,0,13832.4,13.1,15.27
06/20/2013,14547.6,655.2,474,24,15021.6,0,15021.6,14.52,16.26
06/21/2013,14512.8,691.2,496.8,48,15009.6,0,15009.6,14.63,17.04
06/22/2013,13719.6,674.4,421.2,24,14140.8,0,14140.8,13.79,16.65
06/23/2013,13034.4,588,385.2,19.2,13419.6,0,13419.6,12.81,14.4
06/24/2013,13524,621.6,450,24,13974,0,13974,13.71,15.64
06/25/2013,13929.6,660,477.6,26.4,14407.2,0,14407.2,14.03,15.78
06/26/2013,13516.8,602.4,544.8,28.8,14061.6,0,14061.6,13.9,15.95
06/27/2013,12950.4,609.6,660,33.6,13610.4,0,13610.4,13.28,14.98
06/28/2013,13236,621.6,694.8,55.2,13930.8,0,13930.8,13.72,15.76
06/29/2013,12516,583.2,584.4,28.8,13100.4,0,13100.4,13.15,14.89
06/30/2013,12145.2,628.8,572.4,28.8,12717.6,0,12717.6,12.77,14.97
07/01/2013,12630,652.8,584.4,28.8,13214.4,0,13214.4,12.55,14.2
07/02/2013,12508.8,597.6,602.4,52.8,13111.2,0,13111.2,12.36,14.49
07/03/2013,14818.8,828,620.4,31.2,15439.2,0,15439.2,14.66,17.05
07/04/2013,12476.4,621.6,553.2,28.8,13029.6,0,13029.6,12.52,14.69
07/05/2013,12511.2,648,640.8,48,13152,0,13152,12.66,14.94
07/06/2013,11698.8,585.6,656.4,31.2,12355.2,0,12355.2,11.97,14.59
07/07/2013,11640,554.4,636,31.2,12276,0,12276,11.92,14.12
07/08/2013,14643.6,772.8,696,33.6,15339.6,0,15339.6,14.2,16.1
07/09/2013,14029.2,727.2,746.4,50.4,14775.6,0,14775.6,14.4,17.21
07/10/2013,13164,739.2,751.2,52.8,13915.2,0,13915.2,13.2,16.45
07/11/2013,12127.2,607.2,680.4,36,12807.6,0,12807.6,12.49,15.47
07/12/2013,12429.6,578.4,656.4,31.2,13086,0,13086,13.3,16.06
07/13/2013,14169.6,614.4,614.4,28.8,14784,0,14784,14.39,17.34
07/14/2013,13762.8,619.2,609.6,31.2,14372.4,0,14372.4,14.02,16.72
07/15/2013,14556,652.8,718.8,36,15274.8,0,15274.8,15.5,18.45
07/16/2013,15213.6,686.4,738,36,15951.6,0,15951.6,15.5,19.18
07/17/2013,16659.6,789.6,746.4,50.4,17406,0,17406,17.5,20.64
07/18/2013,16580.4,948,735.6,36,17316,0,17316,16.46,18.82
07/19/2013,15127.2,672,745.2,36,15872.4,0,15872.4,16.4,19.2
07/20/2013,13548,638.4,688.8,33.6,14236.8,0,14236.8,16.8,19.19
07/21/2013,12980.4,739.2,688.8,33.6,13669.2,0,13669.2,12.2,14.4
07/22/2013,14470.8,789.6,739.2,36,15210,0,15210,14.5,17.08
07/23/2013,12942,664.8,750,45.6,13692,0,13692,13.8,16.17
07/24/2013,13412.4,655.2,702,33.6,14114.4,0,14114.4,16.8,17.03
07/25/2013,11311.2,523.2,714,36,12025.2,0,12025.2,7.95,14.58
07/26/2013,12499.2,602.4,654,43.2,13153.2,0,13153.2,7.94,17.66
07/27/2013,11580,542.4,552,26.4,12132,0,12132,7.58,16.34
07/28/2013,11808,561.6,524.4,26.4,12332.4,0,12332.4,6.67,16.13
07/29/2013,11754,559.2,567.6,36,12321.6,0,12321.6,6.91,16.28
07/30/2013,11372.4,508.8,603.6,31.2,11976,0,11976,13.49,15.47
07/31/2013,12483.6,578.4,566.4,26.4,13050,0,13050,14.08,18.15
08/01/2013,12398.4,540,518.4,26.4,12916.8,0,12916.8,14.89,17.07
08/02/2013,12490.8,556.8,460.8,31.2,12951.6,0,12951.6,14.83,16.97
08/03/2013,12416.4,537.6,438,19.2,12854.4,0,12854.4,14.96,17.48
08/04/2013,12014.4,532.8,456,21.6,12470.4,0,12470.4,14.62,17.58
08/05/2013,12522,552,547.2,26.4,13069.2,0,13069.2,15.4,17.11
08/06/2013,12722.4,566.4,553.2,24,13275.6,0,13275.6,15.61,16.97
08/07/2013,13432.8,595.2,544.8,24,13977.6,0,13977.6,15.72,18.98
08/08/2013,13333.2,585.6,553.2,24,13886.4,0,13886.4,15.95,18.16
08/09/2013,12507.6,552,558,24,13065.6,0,13065.6,14.49,17.61
08/10/2013,12244.8,576,558,24,12802.8,0,12802.8,14.98,16.84
08/11/2013,12765.6,585.6,560.4,24,13326,0,13326,15.07,18.08
08/12/2013,13345.2,592.8,561.6,24,13906.8,0,13906.8,16.43,18.38
08/13/2013,13257.6,590.4,638.4,81.6,13896,0,13896,16,19.11
08/14/2013,13076.4,626.4,580.8,57.6,13657.2,0,13657.2,15.9,17.62
08/15/2013,13275.6,588,596.4,45.6,13872,0,13872,15.79,19.2
08/16/2013,13783.2,619.2,568.8,40.8,14352,0,14352,16.8,19.24
08/17/2013,12746.4,600,597.6,84,13344,0,13344,16.81,18.77
08/18/2013,13155.6,664.8,562.8,45.6,13718.4,0,13718.4,16.04,18.41
08/19/2013,14820,674.4,574.8,43.2,15394.8,0,15394.8,18.73,20.44
08/20/2013,14865.6,679.2,562.8,43.2,15428.4,0,15428.4,17.59,22
08/21/2013,14869.2,660,567.6,45.6,15436.8,0,15436.8,18.09,19.91
08/22/2013,14677.2,640.8,570,45.6,15247.2,0,15247.2,17.64,20.55
08/23/2013,14554.8,660,566.4,45.6,15121.2,0,15121.2,17.7,20.53
08/24/2013,14401.2,717.6,579.6,45.6,14980.8,0,14980.8,17.7,19.96
08/25/2013,15218.4,720,570,45.6,15788.4,0,15788.4,18.87,21.22
08/26/2013,15448.8,705.6,554.4,45.6,16003.2,0,16003.2,18.91,21.79
08/27/2013,16148.4,744,566.4,43.2,16714.8,0,16714.8,19.46,22.81
08/28/2013,15840,775.2,578.4,45.6,16418.4,0,16418.4,19.25,21.71
08/29/2013,15714,693.6,573.6,45.6,16287.6,0,16287.6,19.4,22.04
08/30/2013,17319.6,772.8,573.6,45.6,17893.2,0,17893.2,20.67,23.15
08/31/2013,15172.8,729.6,567.6,43.2,15740.4,0,15740.4,17.76,21.36
09/01/2013,13506,621.6,568.8,43.2,14074.8,0,14074.8,15.53,18.94
09/02/2013,13160.4,657.6,560.4,40.8,13720.8,0,13720.8,15.9,17.97
09/03/2013,14323.2,633.6,582,40.8,14905.2,0,14905.2,17.1,20.49
09/04/2013,15435.6,724.8,598.8,43.2,16034.4,0,16034.4,18.21,20.64
09/05/2013,13748.4,700.8,590.4,45.6,14338.8,0,14338.8,16.26,18.78
09/06/2013,16833.6,768,583.2,43.2,17416.8,0,17416.8,19.58,22.2
09/07/2013,15445.2,744,568.8,43.2,16014,0,16014,17.24,19.46
09/08/2013,14440.8,633.6,562.8,43.2,15003.6,0,15003.6,17.85,19.69
09/09/2013,14380.8,643.2,572.4,43.2,14953.2,0,14953.2,17.52,19.77
09/10/2013,16053.6,832.8,562.8,43.2,16616.4,0,16616.4,15.85,20.37
09/11/2013,15069.6,928.8,571.2,45.6,15640.8,0,15640.8,17.08,19.29
09/12/2013,14096.4,636,562.8,43.2,14659.2,0,14659.2,16.39,18.32
09/13/2013,13879.2,604.8,582,43.2,14461.2,0,14461.2,15.85,17.42
09/14/2013,12512.4,583.2,574.8,45.6,13087.2,0,13087.2,14.1,16.64
09/15/2013,13509.6,669.6,553.2,43.2,14062.8,0,14062.8,16.04,17.44
09/16/2013,13081.2,564,540,24,13621.2,0,13621.2,15.96,17.5
09/17/2013,13154.4,568.8,566.4,55.2,13720.8,0,13720.8,15.91,18.82
09/18/2013,13111.4,,568.8,50.4,13680.2,0,13680.2,16.4,18.23
09/19/2013,13128,588,608.4,43.2,13736.4,0,13736.4,15.97,18.19
09/20/2013,12548.4,566.4,571.2,43.2,13119.6,0,13119.6,14.66,16.72
09/21/2013,11764.8,525.6,574.8,43.2,12339.6,0,12339.6,11.57,15.88
09/22/2013,12243.6,535.2,478.8,48,12722.4,0,12722.4,14.58,16.8
09/23/2013,11511.6,530.4,498,43.2,12009.6,0,12009.6,13.92,14.51
09/24/2013,12379.2,585.6,651.6,60,13030.8,0,13030.8,15,16.84
09/25/2013,12410.4,583.2,600,45.6,13010.4,0,13010.4,15.03,17.12
09/26/2013,12609.6,554.4,620.4,50.4,13230,0,13230,15.41,18.05
09/27/2013,13041.6,578.4,650.4,81.6,13692,0,13692,16.28,17.9
09/28/2013,11968.8,554.4,596.4,43.2,12565.2,0,12565.2,14.47,16.33
09/29/2013,12081.6,525.6,543.6,40.8,12625.2,0,12625.2,14.34,16.51
09/30/2013,11650.8,513.6,602.4,31.2,12253.2,0,12253.2,13.84,14.68
10/01/2013,12997.2,621.6,651.6,62.4,13648.8,0,13648.8,15.44,16.44
10/02/2013,12522,547.2,538.8,36,13060.8,0,13060.8,14.56,16.93
10/03/2013,12322.8,544.8,578.4,43.2,12901.2,0,12901.2,14.33,15.86
10/04/2013,12578.4,547.2,583.2,43.2,13161.6,0,13161.6,15.23,17.23
10/05/2013,13093.2,571.2,562.8,43.2,13656,0,13656,15.36,16.85
10/06/2013,11557.2,698.4,650.4,33.6,12207.6,0,12207.6,12.8,13.18
10/07/2013,13276.8,650.4,657.6,43.2,13934.4,0,13934.4,14.78,17.25
10/08/2013,12517.2,590.4,649.2,48,13166.4,0,13166.4,13.92,15.85
10/09/2013,11764.8,535.2,620.4,48,12385.2,0,12385.2,13.47,14.37
10/10/2013,12588,573.6,616.8,45.6,13204.8,0,13204.8,14.67,16.3
10/11/2013,12416.4,549.6,590.4,48,13006.8,0,13006.8,14.27,16.07
10/12/2013,12112.8,530.4,566.4,45.6,12679.2,0,12679.2,13.83,15.13
10/13/2013,11961.6,518.4,547.2,48,12508.8,0,12508.8,13.89,15.45
10/14/2013,11856,528,632.4,43.2,12488.4,0,12488.4,13.77,15.46
10/15/2013,12196.8,535.2,646.8,48,12843.6,0,12843.6,14.64,15.89
10/16/2013,12000,537.6,501.6,45.6,12501.6,0,12501.6,14.13,16.25
10/17/2013,11749.2,528,370.8,36,12120,0,12120,13.61,14.57
10/18/2013,12301.2,580.8,372,36,12673.2,0,12673.2,13.47,14.98
10/19/2013,11421.6,540,376.8,36,11798.4,0,11798.4,12.52,14.64
10/20/2013,11220,542.4,367.2,26.4,11587.2,0,11587.2,12.47,13.56
10/21/2013,12657.6,576,336,33.6,12993.6,0,12993.6,13.41,15.6
10/22/2013,11416.8,547.2,343.2,45.6,11760,0,11760,12.98,14.1
10/23/2013,11480.4,530.4,330,33.6,11810.4,0,11810.4,13.63,14
10/24/2013,11391.6,494.4,356.4,33.6,11748,0,11748,13.36,14.13
10/25/2013,12057.6,556.8,402,31.2,12459.6,0,12459.6,14.24,15.63
10/26/2013,11817.6,549.6,330,33.6,12147.6,0,12147.6,12.84,14.6
10/27/2013,13402.8,650.4,322.8,31.2,13725.6,0,13725.6,13.91,15.7
10/28/2013,13068,676.8,339.6,33.6,13407.6,0,13407.6,13.14,14.72
10/29/2013,12459.6,652.8,361.2,36,12820.8,0,12820.8,13.34,15.5
10/30/2013,12114,542.4,315.6,19.2,12429.6,0,12429.6,13.98,15.27
10/31/2013,12699.6,597.6,550.8,38.4,13250.4,0,13250.4,13.63,15.53
11/01/2013,11890.8,621.6,481.2,36,12372,0,12372,13.66,14.46
11/02/2013,11424,554.4,404.4,38.4,11828.4,0,11828.4,13.22,13.93
11/03/2013,11834.4,511.2,380.4,28.8,12214.8,0,12214.8,14.14,15.94
11/04/2013,12448.8,624,385.2,24,12834,0,12834,14.25,15.49
11/05/2013,10869.6,554.4,385.2,36,11254.8,0,11254.8,12.67,13.9
11/06/2013,11515.2,552,434.4,38.4,11949.6,0,11949.6,13.2,15.17
11/07/2013,11518.8,520.8,579.6,40.8,12098.4,0,12098.4,13.5,14.22
11/08/2013,12590.4,580.8,685.2,38.4,13275.6,0,13275.6,13.95,15.06
11/09/2013,11594.4,513.6,620.4,43.2,12214.8,0,12214.8,12.7,14.5
11/10/2013,11664,523.2,562.8,43.2,12226.8,0,12226.8,13.25,15.61
11/11/2013,11560.8,523.2,588,28.8,12148.8,0,12148.8,13.5,14.56
11/12/2013,12186,578.4,709.2,50.4,12895.2,0,12895.2,13.92,15.03
11/13/2013,12466.8,626.4,692.4,50.4,13159.2,0,13159.2,13.69,14.88
11/14/2013,12066,566.4,454.8,40.8,12520.8,0,12520.8,13.27,15.74
11/15/2013,12304.8,530.4,439.2,40.8,12744,0,12744,13.86,14.98
11/16/2013,11643.6,561.6,464.4,36,12108,0,12108,12.53,14.03
11/17/2013,12063.6,535.2,444,38.4,12507.6,0,12507.6,13.48,15.44
11/18/2013,11911.2,530.4,477.6,38.4,12388.8,0,12388.8,13.56,14.75
11/19/2013,11701.2,516,487.2,38.4,12188.4,0,12188.4,12.77,14.5
11/20/2013,11470.8,499.2,469.2,28.8,11940,0,11940,12.92,14.34
11/21/2013,11599.2,506.4,592.8,50.4,12192,0,12192,13.56,14.41
11/22/2013,12368.4,561.6,777.6,48,13146,0,13146,13.83,15.26
11/23/2013,11791.2,583.2,722.4,33.6,12513.6,0,12513.6,12.16,14.53
11/24/2013,11071.2,530.4,826.8,38.4,11898,0,11898,11.22,12.03
11/25/2013,11209.2,549.6,884.4,55.2,12093.6,0,12093.6,11.56,13.21
11/26/2013,12199.2,532.8,878.4,55.2,13077.6,0,13077.6,12.23,14.02
11/27/2013,12800.4,578.4,933.6,60,13734,0,13734,12.78,13.41
11/28/2013,12403.2,597.6,967.2,60,13370.4,0,13370.4,11.67,12.88
11/29/2013,12724.8,703.2,938.4,55.2,13663.2,0,13663.2,11.19,12.51
11/30/2013,12532.8,717.6,906,60,13438.8,0,13438.8,11.77,14.01
12/01/2013,11067.6,540,817.2,55.2,11884.8,0,11884.8,11.05,13.01
12/02/2013,12678,552,805.2,55.2,13483.2,0,13483.2,13.97,14.71
12/03/2013,12063.6,540,777.6,38.4,12841.2,0,12841.2,13.09,15.21
12/04/2013,12096,573.6,740.4,52.8,12836.4,0,12836.4,13.67,14.43
12/05/2013,12506.4,580.8,762,48,13268.4,0,13268.4,13.73,16.01
12/06/2013,12596.4,602.4,891.6,57.6,13488,0,13488,12.83,14.11
12/07/2013,12506.4,612,1070.4,67.2,13576.8,0,13576.8,12.73,13.48
12/08/2013,13550.4,624,1105.2,64.8,14655.6,0,14655.6,13.58,15.17
12/09/2013,13279.2,612,1128,67.2,14407.2,0,14407.2,13.08,13.89
12/10/2013,13412.4,624,1141.2,64.8,14553.6,0,14553.6,12.56,14.61
12/11/2013,14634,655.2,1312.8,81.6,15946.8,0,15946.8,14.31,15.19
12/12/2013,14515.2,676.8,1610.4,91.2,16125.6,0,16125.6,14.16,15.73
12/13/2013,14068.8,626.4,1689.6,91.2,15758.4,0,15758.4,13.08,15.71
12/14/2013,14262,655.2,1657.2,88.8,15919.2,0,15919.2,12.95,14.17
12/15/2013,13224,643.2,1658.4,72,14882.4,0,14882.4,13.03,14.37
12/16/2013,14661.6,664.8,1534.8,88.8,16196.4,0,16196.4,14.5,15.67
12/17/2013,13646.4,626.4,1548,72,15194.4,0,15194.4,13.33,15.25
12/18/2013,13036.8,571.2,1543.2,88.8,14580,0,14580,13.98,15.28
12/19/2013,12678,561.6,1488,79.2,14166,0,14166,13.95,15.38
12/20/2013,12494.4,549.6,1381.2,76.8,13875.6,0,13875.6,13.63,14.64
12/21/2013,11367.6,516,1185.6,57.6,12553.2,0,12553.2,12.22,14.16
12/22/2013,11485.2,525.6,1311.6,64.8,12796.8,0,12796.8,12.2,13.79
12/23/2013,12328.8,547.2,1422,79.2,13750.8,0,13750.8,11.9,13.9
12/24/2013,12034.8,528,1644,88.8,13678.8,0,13678.8,11.8,12.93
12/25/2013,11882.4,518.4,1669.2,88.8,13551.6,0,13551.6,11.8,13.59
12/26/2013,11553.6,564,1578,86.4,13131.6,0,13131.6,11.4,12.73
12/27/2013,11530.8,552,1518,88.8,13048.8,0,13048.8,11.4,13.19
12/28/2013,10837.2,552,1424.4,79.2,12261.6,0,12261.6,12,13.06
12/29/2013,11595.6,559.2,1394.4,76.8,12990,0,12990,11.6,13.38
12/30/2013,11716.8,585.6,1536,84,13252.8,0,13252.8,11.8,13.07
12/31/2013,11835.6,523.2,1609.2,88.8,13444.8,0,13444.8,11.7,13.14
01/01/2014,11576.4,501.6,1488,81.6,13064.4,0,13064.4,11.6,13.1
01/02/2014,13024.8,636,1422,79.2,14446.8,0,14446.8,11.7,13.3
01/03/2014,12412.8,621.6,1448.4,79.2,13861.2,0,13861.2,11.8,12.76
01/04/2014,13510.8,600,1378.8,72,14889.6,0,14889.6,13.5,15.05
01/05/2014,12837.6,597.6,1405.2,76.8,14242.8,0,14242.8,13.5,14.01
01/06/2014,14037.6,645.6,1740,86.4,15777.6,0,15777.6,14,14.03
01/07/2014,14782.8,691.2,1791.6,93.6,16574.4,0,16574.4,14.8,16.07
01/08/2014,16252.8,746.4,1525.2,79.2,17778,0,17778,17.8,19.25
01/09/2014,16024.8,765.6,1418.4,79.2,17443.2,0,17443.2,16.9,19.54
01/10/2014,14257.2,705.6,1401.6,79.2,15658.8,0,15658.8,15.1,16.3
01/11/2014,15771.6,710.4,1119.6,74.4,16891.2,0,16891.2,15.1,17.52
01/12/2014,14026.8,662.4,1065.6,62.4,15092.4,0,15092.4,14.6,15.74
01/13/2014,12962.4,559.2,1038,67.2,14000.4,0,14000.4,14.4,15.71
01/14/2014,13334.4,588,1128,64.8,14462.4,0,14462.4,14.8,16.15
01/15/2014,13646.4,583.2,1371.6,76.8,15018,0,15018,15.2,16.28
01/16/2014,13701.6,600,1497.6,79.2,15199.2,0,15199.2,14.78,16.15
01/17/2014,13923.6,619.2,1495.2,91.2,15418.8,0,15418.8,14.42,16.04
01/18/2014,14200.8,614.4,1366.8,76.8,15567.6,0,15567.6,14.84,16.14
01/19/2014,13347.6,604.8,1467.6,91.2,14815.2,0,14815.2,13.39,15.18
01/20/2014,12555.6,549.6,1317.6,72,13873.2,0,13873.2,13.55,14.35
01/21/2014,14480.4,655.2,1350,74.4,15830.4,0,15830.4,15.47,16.73
01/22/2014,14815.2,652.8,1666.8,93.6,16482,0,16482,14.91,18.21
01/23/2014,13977.6,636,1770,86.4,15747.6,0,15747.6,14.34,15.11
01/24/2014,13886.4,607.2,1858.8,96,15745.2,0,15745.2,14.31,15
01/25/2014,17280,876,1716,93.6,18996,0,18996,18.86,21.71
01/26/2014,13887.6,696,1555.2,88.8,15442.8,0,15442.8,14.2,14.52
01/27/2014,15696,698.4,1438.8,81.6,17134.8,0,17134.8,16.13,19.07
01/28/2014,15913.2,736.8,1716,88.8,17629.2,0,17629.2,16.08,18.08
01/29/2014,15915.6,741.6,1730.4,91.2,17646,0,17646,16.8,18.07
01/30/2014,14852.4,681.6,1603.2,88.8,16455.6,0,16455.6,15.47,17.56
01/31/2014,13864.8,600,1346.4,79.2,15211.2,0,15211.2,15.72,16.45
02/01/2014,17451.6,1084.8,1442.4,84,18894,0,18894,19.28,21.19
02/02/2014,13804.8,604.8,1417.2,79.2,15222,0,15222,14.75,15.63
02/03/2014,14410.8,674.4,1480.8,84,15891.6,0,15891.6,15.64,17.02
02/04/2014,15481.2,686.4,1520.4,86.4,17001.6,0,17001.6,16.31,18.7
02/05/2014,15282,772.8,1508.4,84,16790.4,0,16790.4,15.89,17.25
02/06/2014,14046,700.8,1582.8,91.2,15628.8,0,15628.8,13.83,15.41
02/07/2014,15030,696,1618.8,81.6,16648.8,0,16648.8,16.08,17.53
02/08/2014,14734.8,669.6,1586.4,84,16321.2,0,16321.2,16.11,17.21
02/09/2014,15024,655.2,1515.6,81.6,16539.6,0,16539.6,16.13,17.82
02/10/2014,14529.6,686.4,1550.4,84,16080,0,16080,15.17,16.63
02/11/2014,14920.8,664.8,1584,88.8,16504.8,0,16504.8,15.53,17.18
02/12/2014,15307.2,715.2,1465.2,81.6,16772.4,0,16772.4,16.22,17.85
02/13/2014,14114.4,624,1412.4,81.6,15526.8,0,15526.8,15.52,17.33
02/14/2014,13987.2,614.4,1404,84,15391.2,0,15391.2,15.34,16.76
02/15/2014,14624.4,652.8,1374,60,15998.4,0,15998.4,15.94,16.89
02/16/2014,14187.6,626.4,1405.2,81.6,15592.8,0,15592.8,14.69,16.89
02/17/2014,14246.4,633.6,1393.2,81.6,15639.6,0,15639.6,15.23,16.6
02/18/2014,14167.2,633.6,1384.8,81.6,15552,0,15552,14.61,16.6
02/19/2014,13256.4,609.6,1309.2,79.2,14565.6,0,14565.6,14.66,15.83
02/20/2014,16202.4,967.2,1252.8,57.6,17455.2,0,17455.2,17.17,19.48
02/21/2014,12542.4,698.4,1323.6,103.2,13866,0,13866,12.48,13.76
02/22/2014,13802.4,619.2,1299.6,122.4,15102,0,15102,14.8,16.12
02/23/2014,14643.6,650.4,1287.6,81.6,15931.2,0,15931.2,15.41,17.18
02/24/2014,14404.8,636,1335.6,81.6,15740.4,0,15740.4,14.5,16.25
02/25/2014,14288.4,631.2,1342.8,79.2,15631.2,0,15631.2,14.89,16.09
02/26/2014,14292,640.8,1362,81.6,15654,0,15654,14.5,16.46
02/27/2014,13928.4,669.6,1375.2,81.6,15303.6,0,15303.6,14.25,15.39
02/28/2014,14102.4,619.2,1383.6,81.6,15486,0,15486,14.65,15.76
03/01/2014,14142,760.8,1285.2,79.2,15427.2,0,15427.2,15.13,17.06
03/02/2014,13705.2,746.4,1336.8,79.2,15042,0,15042,13.5,14.69
03/03/2014,14822.4,648,1357.2,79.2,16179.6,0,16179.6,15.19,17.07
03/04/2014,13645.2,631.2,1384.8,81.6,15030,0,15030,13.61,14.99
03/05/2014,14469.6,648,1362,79.2,15831.6,0,15831.6,15.02,16.19
03/06/2014,13552.8,597.6,1357.2,79.2,14910,0,14910,14.52,15.82
03/07/2014,13300.8,604.8,985.2,79.2,14286,0,14286,14.69,16.93
03/08/2014,12186,552,790.8,52.8,12976.8,0,12976.8,13.7,14.85
03/09/2014,12943.2,568.8,816,57.6,13759.2,0,13759.2,14.13,15.33
03/10/2014,13317.6,588,789.6,57.6,14107.2,0,14107.2,15.02,16.59
03/11/2014,13741.2,640.8,698.4,52.8,14439.6,0,14439.6,15.55,17.82
03/12/2014,13102.8,676.8,780,55.2,13882.8,0,13882.8,14.06,15.09
03/13/2014,12958.8,568.8,841.2,69.6,13800,0,13800,14.19,15.31
03/14/2014,12951.6,576,1032,69.6,13983.6,0,13983.6,14.66,16.65
03/15/2014,11680.8,547.2,722.4,57.6,12403.2,0,12403.2,13.14,14.41
03/16/2014,12434.4,604.8,811.2,52.8,13245.6,0,13245.6,12.88,15
03/17/2014,12742.8,609.6,854.4,57.6,13597.2,0,13597.2,12.48,13.35
03/18/2014,13182,624,807.6,50.4,13989.6,0,13989.6,12.95,14.5
03/19/2014,11618.4,597.6,777.6,60,12396,0,12396,12.05,13.83
03/20/2014,12944.4,621.6,727.2,50.4,13671.6,0,13671.6,12.97,14.68
03/21/2014,11931.6,583.2,698.4,52.8,12630,0,12630,12.2,13.73
03/22/2014,12279.6,564,711.6,52.8,12991.2,0,12991.2,12.95,14.5
03/23/2014,13027.2,604.8,718.8,36,13746,0,13746,13.14,15.34
03/24/2014,13814.4,684,753.6,57.6,14568,0,14568,14.11,15.7
03/25/2014,13592.4,669.6,801.6,55.2,14394,0,14394,13.86,14.93
03/26/2014,13995.6,684,802.8,60,14798.4,0,14798.4,14.53,16.86
03/27/2014,12654,602.4,762,55.2,13416,0,13416,13.67,14.97
03/28/2014,13946.4,648,718.8,52.8,14665.2,0,14665.2,15.38,17.14
03/29/2014,11936.4,600,739.2,52.8,12675.6,0,12675.6,12.69,13.79
03/30/2014,12824.4,676.8,715.2,57.6,13539.6,0,13539.6,13.98,15.8
03/31/2014,13780.8,696,693.6,64.8,14474.4,0,14474.4,14.25,16.46
04/01/2014,12771.6,604.8,603.6,50.4,13375.2,0,13375.2,14.06,15.43
04/02/2014,12510,578.4,680.4,55.2,13190.4,0,13190.4,13.73,15.01
04/03/2014,13204.8,592.8,637.2,60,13842,0,13842,14.42,17.2
04/04/2014,12175.2,544.8,654,60,12829.2,0,12829.2,13.5,14.3
04/05/2014,12136.8,600,669.6,55.2,12806.4,0,12806.4,13.55,15.33
04/06/2014,12582,583.2,644.4,62.4,13226.4,0,13226.4,13.8,15.71
04/07/2014,13448.4,669.6,708,60,14156.4,0,14156.4,14.2,15.38
04/08/2014,12951.6,607.2,637.2,31.2,13588.8,0,13588.8,13.23,15.77
04/09/2014,13382.4,619.2,642,60,14024.4,0,14024.4,14.31,15.73
04/10/2014,12804,607.2,624,52.8,13428,0,13428,13.63,14.82
04/11/2014,12349.2,580.8,565.2,55.2,12914.4,0,12914.4,14.19,16.76
04/12/2014,11623.2,520.8,571.2,50.4,12194.4,0,12194.4,13.67,14.3
04/13/2014,12776.4,566.4,454.8,48,13231.2,0,13231.2,14.52,17.09
04/14/2014,12387.6,571.2,466.8,48,12854.4,0,12854.4,14.06,15.69
04/15/2014,12044.4,643.2,468,45.6,12512.4,0,12512.4,12.98,14.15
04/16/2014,12310.8,580.8,493.2,48,12804,0,12804,14.13,15.13
04/17/2014,12540,614.4,489.6,50.4,13029.6,0,13029.6,14.16,16.07
04/18/2014,11845.2,530.4,420,19.2,12265.2,0,12265.2,14.31,15.92
04/19/2014,11756.4,520.8,458.4,48,12214.8,0,12214.8,14.06,15.59
04/20/2014,12772.8,655.2,495.6,50.4,13268.4,0,13268.4,14.75,16.4
04/21/2014,12296.4,556.8,433.2,43.2,12729.6,0,12729.6,13.58,15.63
04/22/2014,12951.6,633.6,370.8,43.2,13322.4,0,13322.4,14.58,16.3
04/23/2014,12638.4,612,328.8,16.8,12967.2,0,12967.2,14.13,16.25
04/24/2014,12128.4,597.6,384,43.2,12512.4,0,12512.4,14.48,15.82
04/25/2014,12103.2,559.2,336,40.8,12439.2,0,12439.2,14.41,16.08
04/26/2014,11684.4,523.2,301.2,40.8,11985.6,0,11985.6,14.47,16.14
04/27/2014,12612,600,304.8,38.4,12916.8,0,12916.8,15.08,16.72
04/28/2014,13113.6,640.8,334.8,43.2,13448.4,0,13448.4,14.5,16.49
04/29/2014,12158.4,592.8,338.4,38.4,12496.8,0,12496.8,13.7,15.21
04/30/2014,11581.2,655.2,318,43.2,11899.2,0,11899.2,13.39,14.52
05/01/2014,12122.4,532.8,458.4,55.2,12580.8,0,12580.8,14.23,16.72
05/02/2014,13342.8,590.4,404.4,40.8,13747.2,0,13747.2,14.91,16.68
05/03/2014,11562,585.6,308.4,28.8,11870.4,0,11870.4,13.45,14.36
05/04/2014,13876.8,660,307.2,31.2,14184,0,14184,14.98,17.3
05/05/2014,12838.8,604.8,385.2,45.6,13224,0,13224,14.3,15.84
05/06/2014,13120.8,636,330,43.2,13450.8,0,13450.8,15.02,16.83
05/07/2014,14544,640.8,379.2,43.2,14923.2,0,14923.2,16.38,18.44
05/08/2014,13009.2,585.6,381.6,43.2,13390.8,0,13390.8,16.66,17.73
